
Coordinates
     1285
     2.750000000     -1.848076211      2.600000000
     2.730450932     -1.814216233      2.439078990
     2.591089250     -1.894676738      2.600000000
     2.869812615     -1.733755728      2.600000000
     2.730450932     -1.814216233      2.760921010
     2.671566413     -1.681454279      2.584614513
     2.425335985     -1.879397441      2.600000000
     2.939456988     -1.582569541      2.600000000
     2.682396487     -1.730983491      2.896827900
     2.682396487     -1.730983491      2.303172100
     2.415767728     -1.679032900      2.570642892
     2.770720334     -1.474100917      2.629357108
     2.567820030     -1.591245463      2.804931983
     2.618668032     -1.561888355      2.395068017
     2.388851929     -1.827002505      2.408124094
     2.912323670     -1.524775954      2.791875906
     2.816757208     -1.579951276      2.297773449
     2.484418391     -1.771827182      2.902226551
     2.619906256     -1.622747238      3.007352890
     2.619906256     -1.622747238      2.192647110
     2.267128305     -1.826423683      2.600000000
     2.972684208     -1.419070793      2.600000000
     2.619494711     -1.329456413      2.781474900
     2.631152260     -1.296178113      2.446459901
     2.465069337     -1.334990421      2.510797773
     2.207196777     -1.601148064      2.724447960
     2.736030868     -1.241764997      2.666960898
     2.180990185     -1.743430730      2.398875067
     2.943879262     -1.302976516      2.801124933
     2.736614025     -1.422641156      2.159545786
     2.943879262     -1.302976516      2.398875067
     2.388255422     -1.623766089      2.159545786
     2.736614025     -1.422641156      3.040454214
     2.388255422     -1.623766089      3.040454214
     2.180990185     -1.743430730      2.801124933
     2.225726918     -1.547544583      2.468554627
     2.397881035     -1.448151357      2.269768176
     2.550062614     -1.501774501      3.098815129
     2.550062614     -1.501774501      2.101184871
     2.982049188     -1.252366937      2.600000000
     2.118076041     -1.751182066      2.600000000
     2.579887321     -1.333934762      2.251693476
     2.353419295     -1.429709794      2.914632972
     2.952076413     -1.133497236      2.420900681
     2.335992770     -1.489193293      3.132292795
     2.030118248     -1.665790031      2.779099319
     2.952076413     -1.133497236      2.779099319
     2.030118248     -1.665790031      2.420900681
     2.646201891     -1.310093974      3.132292795
     2.646201891     -1.310093974      2.067707205
     2.335992770     -1.489193293      2.067707205
     2.754251015     -1.087447607      2.468086606
     2.503343424     -1.241039392      3.023815169
     2.354785215     -1.196024603      2.804900945
     2.476041581     -1.373566310      3.176125774
     2.974981137     -1.085503423      2.600000000
     1.977102025     -1.661629197      2.600000000
     2.476041581     -1.373566310      2.023874226
     2.079896145     -1.427315325      2.441647365
     2.537416633     -1.163165748      2.230053481
     2.409623278     -1.265715342      2.127923251
     2.555267483     -1.046649150      2.571586288
     2.005219772     -1.484716263      2.634042805
     2.084314299     -1.367657256      2.728889092
     2.442804453     -1.119081727      2.342225641
     2.134298099     -1.297197954      2.501541906
     2.367874111     -1.257883819      3.061450387
     2.162634857     -1.358751609      2.199614246
     2.043140336     -1.435650050      2.889693677
     2.805217238     -0.977068734      2.681818359
     2.545670525     -1.027283835      2.854251604
     2.251012397     -1.196891598      2.258719941
     2.272164007     -1.094694444      2.522923267
     1.891256877     -1.574438203      2.436903307
     2.942394095     -0.967563847      2.436903307
     1.891256877     -1.574438203      2.763096693
     2.942394095     -0.967563847      2.763096693
     2.558071365     -1.189452679      1.993125644
     2.275579607     -1.352549372      3.206874356
     2.558071365     -1.189452679      3.206874356
     2.275579607     -1.352549372      1.993125644
     1.982786395     -1.505102025      2.200886384
     2.836582444     -1.012162646      2.999113616
     2.064041889     -1.458189143      3.092939379
     2.755326950     -1.059075527      2.107060621
     2.784580947     -0.919164542      2.514482284
     2.430475200     -1.123607591      3.094403813
     2.399405775     -1.240829201      3.242518090
     1.842968787     -1.562088246      2.600000000
     2.955842763     -0.919570156      2.600000000
     2.399405775     -1.240829201      1.957481910
     1.921179123     -1.390491464      2.382368092
     2.782711974     -0.852495066      2.635087045
     2.296692440     -1.133098575      3.126119973
     1.861892900     -1.384998225      2.550619598
     2.514445596     -0.991555378      2.131832861
     2.344547746     -1.095961630      2.056752786
     2.564832075     -0.848534527      2.595161146
     1.962574703     -1.133247211      2.589826731
     2.234803330     -0.976075940      2.924515811
     2.252423948     -0.965902671      2.275484189
     2.174328551     -1.113880847      2.081748730
     1.838103343     -1.307107300      2.732087672
     2.471607941     -1.063264097      1.930291432
     2.209528801     -1.214575559      1.930291432
     2.209528801     -1.214575559      3.269708568
     2.471607941     -1.063264097      3.269708568
     1.760583738     -1.473774112      2.448688538
     2.920553004     -0.804065544      2.751311462
     2.920553004     -0.804065544      2.448688538
     1.760583738     -1.473774112      2.751311462
     2.515522242     -0.879043287      2.986029470
     2.606088323     -0.826754935      2.318547233
     2.663188182     -0.948695224      3.176895547
     2.014519126     -1.323204478      2.023104453
     2.838459853     -0.847502077      2.225490746
     1.839247455     -1.424397624      2.974509254
     2.067954861     -1.160283009      3.061915378
     2.761630902     -0.758563757      2.524279114
     2.346711205     -0.998117756      3.154828884
     2.703090065     -0.788121086      2.862899076
     2.217727056     -0.879253723      2.623358340
     2.321010391     -1.105044414      1.899861366
     2.321010391     -1.105044414      3.300138634
     1.714672548     -1.455113731      2.600000000
     2.927348235     -0.754975097      2.600000000
     2.199627387     -1.027159578      3.164185335
     2.748747463     -0.709304988      2.668597437
     2.367045360     -0.789130424      2.835674768
